B06007_002E,B06007_003E,B06007_004E,B06007_005E,B06007_006E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06008_007E,state,county,tract
3588,59,49,10,129,587,2750,495,296,834,481,416,132,30,66,508,1102,891,322,114,860,12,127,080901
5307,1306,883,423,34,1386,4037,911,715,1073,563,401,212,46,116,665,1753,1530,240,71,1913,12,083,001204
3395,139,109,30,65,280,2834,502,453,835,333,278,181,56,196,405,1179,859,308,220,594,12,083,001205
1663,151,91,60,49,235,1367,374,134,311,269,186,66,5,22,182,482,435,181,35,537,12,083,001206
9157,1899,1250,649,412,1580,7986,1394,1117,1957,1372,948,597,245,356,1045,3312,2600,538,427,2599,12,083,001207
3290,188,131,57,75,325,2713,410,305,718,458,503,155,34,130,274,925,1088,262,141,737,12,083,001208
5155,278,263,15,18,516,4292,802,499,870,665,672,391,83,310,367,2014,1349,305,183,2211,12,083,001301
5968,537,402,135,218,795,5082,1131,543,1391,741,642,307,54,273,450,1983,1814,431,124,2389,12,083,001302
4371,329,228,101,38,739,3362,988,465,781,406,448,135,10,129,464,1465,1024,234,73,2142,12,083,001401
3999,391,237,154,232,552,3674,646,544,1037,415,371,244,114,303,450,1455,1310,430,139,1558,12,083,001402
3433,118,61,57,0,614,2358,733,379,667,244,215,99,0,21,430,1086,585,144,133,2136,12,083,001500
2883,393,133,260,168,866,2296,810,425,508,194,180,125,10,44,670,962,591,107,81,1414,12,083,001600
4215,1000,709,291,22,928,3501,932,637,1050,368,358,49,0,107,797,1296,1012,258,49,2283,12,083,001700
1670,29,2,27,9,339,1015,469,175,198,104,51,8,0,10,332,326,271,97,55,1014,12,083,001800
2049,134,93,41,15,247,1726,422,245,302,187,256,86,30,198,208,473,422,233,251,656,12,083,001900
2524,225,179,46,0,393,2073,636,296,534,239,186,99,49,34,294,803,710,137,26,1192,12,083,002001
2938,131,131,0,138,439,2291,602,220,583,352,344,80,37,73,188,924,845,193,67,1126,12,083,002002
4320,212,189,23,38,371,3370,511,324,671,390,479,501,113,381,211,846,788,784,442,1762,12,083,002100
2829,244,221,23,89,329,2388,444,204,476,413,449,148,76,178,288,761,846,341,158,878,12,083,002201
3241,93,72,21,126,297,2703,377,213,533,581,363,229,109,298,206,790,920,580,246,1061,12,083,002202
6191,237,101,136,55,1101,4663,770,633,934,671,586,342,94,633,374,1678,1767,513,462,2157,12,083,002203
5043,328,271,57,157,668,4298,533,543,1027,595,469,515,130,486,224,1330,1234,1022,468,1721,12,083,002301
5435,260,171,89,207,975,4016,462,437,803,625,595,467,204,423,268,1404,1354,568,602,2214,12,083,002302
4404,286,253,33,53,494,3788,589,540,696,864,441,125,103,430,579,1076,1225,788,215,1520,12,083,002401
4521,368,325,43,197,943,3471,650,314,521,334,489,409,85,669,330,1183,1116,699,430,1567,12,083,002402
8935,1388,1122,266,557,1243,8194,1302,694,1545,920,1483,903,203,1144,737,2740,2829,1223,931,1339,12,083,002502
4765,799,720,79,121,891,4134,1056,431,958,741,457,200,106,185,679,1583,1403,380,227,1116,12,083,002503
4515,254,234,20,173,540,3797,695,526,877,663,579,250,79,128,340,1019,1477,705,282,1208,12,083,002504
5616,1150,732,418,1,1161,4458,944,729,813,526,657,235,216,338,954,1826,1270,699,331,1362,12,083,002601
5360,1531,1037,494,133,1559,4755,1625,437,858,772,415,289,85,274,1248,1996,1372,538,234,2203,12,083,002602
3060,287,160,127,106,377,2362,473,280,482,372,378,120,54,203,403,824,913,269,100,879,12,083,002604
2993,248,104,144,130,259,3005,417,403,706,429,268,297,107,378,258,754,1144,653,411,231,12,083,002605
5798,160,103,57,311,253,6016,1096,743,1506,1118,588,578,66,321,757,1621,2191,917,783,152,12,083,002606
5128,368,274,94,30,475,4330,1026,701,873,856,435,173,161,105,483,2141,966,423,248,1035,12,083,002701
6381,109,73,36,186,835,5268,1011,664,1269,733,745,289,204,353,661,2016,1635,883,429,1359,12,083,002702
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,083,980000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,083,980100
2392,94,61,33,102,171,2375,353,176,290,234,220,241,117,744,64,298,752,760,645,141,12,085,000100
2883,98,63,35,176,395,2598,361,223,589,277,442,239,80,387,183,885,721,491,472,625,12,085,000200
5368,343,198,145,268,513,4755,1048,527,915,690,656,198,186,535,162,1008,2009,700,499,1414,12,085,000300
7292,262,209,53,92,888,5951,1016,683,1086,979,533,582,202,870,419,1619,2296,1102,443,1492,12,085,000400
3667,101,69,32,123,370,3317,739,386,616,456,428,148,23,521,218,1024,924,575,453,767,12,085,000501
1913,95,55,40,90,239,1648,254,144,251,129,195,88,37,550,104,180,392,577,415,385,12,085,000502
4961,198,141,57,256,431,4257,548,401,735,620,627,440,244,642,276,1232,1420,651,555,1009,12,085,000603
5119,310,310,0,327,581,4286,727,324,518,396,665,442,126,1088,124,449,1403,1284,864,925,12,085,000604
4536,266,266,0,168,502,3886,681,389,422,375,583,318,219,899,75,647,1033,1258,830,915,12,085,000606
2654,212,177,35,141,207,2714,371,294,466,306,474,242,110,451,227,508,1020,623,453,149,12,085,000607
3605,80,80,0,106,372,3073,411,189,371,432,386,368,167,749,101,593,881,1064,471,765,12,085,000610
1918,386,316,70,119,404,1818,353,209,286,338,282,194,53,103,135,625,569,357,118,970,12,095,013801
2258,231,188,43,46,237,1975,234,114,366,240,371,246,97,307,83,467,737,429,242,844,12,095,013802
2208,296,262,34,69,243,2098,205,311,382,320,397,169,89,225,100,584,710,536,170,977,12,095,013803
3343,268,231,37,134,279,3188,484,285,500,528,494,308,128,461,271,661,963,857,429,1318,12,095,013900
4969,567,518,49,126,408,4695,709,444,515,418,755,532,371,951,230,732,1232,1466,1029,1747,12,095,014000
5245,730,633,97,502,661,5112,580,587,899,305,786,713,361,881,194,1691,1441,1437,349,1886,12,095,014100
3899,4118,2353,1765,1331,1176,6741,1862,756,1552,1200,995,192,47,137,1320,2632,1583,487,287,1406,12,095,014200
2754,1648,893,755,898,734,3963,677,311,834,705,498,352,95,491,567,1444,1259,655,284,991,12,095,014301
2179,2173,810,1363,671,697,3736,1216,405,1029,510,391,106,0,79,924,1379,729,299,101,874,12,095,014302
2521,537,295,242,165,597,2347,530,252,376,336,271,235,32,315,205,747,966,569,94,1017,12,095,014400
2323,690,396,294,1601,326,3314,850,485,1065,636,249,0,0,29,877,1144,902,107,55,885,12,095,014502
3652,926,579,347,232,1475,3061,1152,523,623,330,272,74,17,70,798,1455,936,238,62,2022,12,095,014503
3515,1269,835,434,453,1157,3898,522,554,846,412,678,486,164,236,336,1014,827,1335,252,1424,12,095,014504
4517,1222,865,357,981,1091,4096,1199,648,1400,386,291,71,0,101,753,1275,1263,208,104,2206,12,095,014601
3862,236,114,122,104,335,3246,978,545,727,428,348,103,67,50,695,1109,900,280,110,2418,12,095,014605
3234,2056,1318,738,1316,515,5268,756,1006,1223,1268,706,212,44,53,476,1184,2077,837,214,976,12,095,014606
2517,1641,1188,453,1101,732,4074,604,358,872,839,766,258,136,241,365,890,1189,1108,376,721,12,095,014607
3685,287,181,106,360,554,3356,861,507,724,564,480,104,41,75,655,906,913,345,182,1909,12,095,014608
3552,1087,846,241,1131,498,4449,780,379,1161,1001,649,332,84,63,271,1086,1392,690,315,1458,12,095,014609
3267,1182,789,393,388,586,3362,635,515,852,599,478,195,8,80,605,1295,1113,227,64,1021,12,095,014701
3328,629,560,69,956,509,4017,619,137,1187,954,702,220,18,180,328,1484,1027,603,210,1057,12,095,014702
1061,583,389,194,372,211,1559,321,184,205,290,240,207,38,74,54,259,613,366,133,380,12,095,014703
6246,2527,1878,649,2903,1326,9140,1350,691,1535,1735,1645,1017,279,888,485,1705,2823,2191,1762,1873,12,095,014704
4429,1117,736,381,770,857,4551,900,617,788,909,630,353,53,301,568,1251,1155,861,437,1260,12,095,014804
3519,981,723,258,817,725,3829,587,497,890,694,610,320,27,204,642,1237,1093,575,175,1080,12,095,014805
2948,486,339,147,944,589,3257,506,242,459,569,384,240,186,671,181,725,949,813,511,846,12,095,014806
3735,1199,726,473,1154,699,4809,812,470,666,623,700,575,192,771,447,905,1327,1284,617,1546,12,095,014807
9184,744,725,19,1235,1308,7813,1212,550,765,829,1028,829,336,2264,184,1071,1908,2451,2133,2072,12,095,014808
2346,82,58,24,283,316,2068,260,169,234,150,209,224,104,718,34,133,488,867,482,557,12,095,014809
4279,452,312,140,768,649,4264,786,391,753,519,538,349,123,805,273,887,1190,1217,549,815,12,095,014810
3928,763,509,254,523,572,3991,454,455,372,457,501,435,99,1218,245,709,995,1427,668,907,12,095,014811
3662,1109,769,340,826,532,4167,755,501,995,645,381,482,32,376,259,749,1483,928,407,923,12,095,014812
2521,732,517,215,597,685,2778,357,304,428,324,448,380,126,411,223,323,942,826,462,600,12,095,014813
3670,555,383,172,1530,843,3913,988,697,1039,364,383,331,43,68,468,1174,1495,422,187,1378,12,095,014904
4645,839,616,223,895,726,4830,764,439,969,483,907,522,149,597,378,1274,1668,951,370,1530,12,095,014906
4648,619,429,190,1422,894,4861,952,691,1457,729,470,333,81,148,1209,1374,982,652,369,1531,12,095,014908
2119,351,270,81,514,380,2149,365,266,454,352,329,222,29,132,266,674,553,374,119,796,12,095,014909
981,583,287,296,11,238,976,312,119,218,116,44,73,5,89,421,268,111,118,32,493,12,095,015001
3382,1710,823,887,76,935,3264,622,376,665,569,647,167,21,197,1232,1182,831,240,9,1448,12,095,015002
4418,1309,561,748,205,703,4396,908,447,1103,548,724,370,126,170,839,1668,1129,609,234,1677,12,095,015003
6686,1207,984,223,593,1077,5880,617,803,788,857,1285,837,221,472,422,1566,2342,894,550,1826,12,095,015004
4760,1087,764,323,258,580,4804,753,429,1298,674,674,432,180,364,354,1507,1722,965,275,1809,12,095,015103
3858,739,406,333,369,602,3645,756,271,861,611,548,389,58,151,530,1033,1514,392,127,1348,12,095,015104
2892,680,401,279,225,443,2648,613,334,582,350,401,177,76,115,332,978,746,249,158,1065,12,095,015105
6593,846,634,212,324,1445,4985,1411,686,913,663,748,293,142,129,544,1889,1751,641,220,2655,12,095,015106
6078,1344,1270,74,372,963,6007,745,662,1109,706,1086,834,287,578,359,1290,1821,1541,592,2817,12,095,015201
2364,348,344,4,9,265,2165,583,98,296,581,310,92,12,193,431,542,585,206,152,820,12,103,021800
2411,141,98,43,134,347,2079,448,265,395,204,378,171,23,195,321,473,692,289,148,955,12,103,021900
2823,18,18,0,0,373,2170,640,286,457,366,238,59,60,64,414,780,571,247,22,1540,12,103,022000
4701,116,87,29,192,541,3870,825,586,846,389,440,426,106,252,423,1262,1307,540,224,1248,12,103,022100
3370,339,204,135,230,464,3126,664,335,634,478,571,238,36,170,224,943,1027,373,256,1383,12,103,022200
2540,172,120,52,59,224,2277,499,343,419,252,379,104,69,212,250,720,816,347,65,682,12,103,022301
3200,108,56,52,186,377,2826,515,425,429,323,429,324,78,303,260,789,868,610,284,1048,12,103,022302
3323,201,121,80,117,362,2888,542,262,357,177,419,277,149,705,120,447,798,917,534,804,12,103,022401
4946,375,275,100,23,391,4036,713,634,578,735,544,279,140,413,263,824,1210,880,564,1602,12,103,022402
4048,396,235,161,370,363,3825,514,343,666,952,598,383,74,295,317,1088,1609,522,306,1028,12,103,022501
3204,540,277,263,164,440,2942,497,383,671,334,507,270,109,171,414,759,938,565,176,1031,12,103,022502
4649,544,544,0,293,513,4306,790,417,488,642,779,459,184,547,67,1123,1296,1022,507,1572,12,103,022503
2878,129,90,39,154,269,2549,291,277,601,521,342,253,90,174,123,815,986,426,64,1085,12,103,022601
3490,297,228,69,522,439,3553,543,331,631,471,660,366,182,369,269,1330,1103,632,231,924,12,103,022602
3456,142,56,86,444,382,3445,563,444,520,640,524,384,90,280,266,848,1112,758,248,1200,12,103,022700
3246,609,321,288,615,630,3200,522,402,706,425,546,300,155,144,631,877,1108,352,216,1101,12,103,022801
2478,206,148,58,805,362,2853,542,377,439,488,440,145,160,262,240,662,1060,505,157,1039,12,103,022802
2259,95,69,26,305,333,2149,294,156,446,348,389,284,36,196,218,630,679,416,184,880,12,103,022901
1841,204,64,140,459,250,1998,440,353,380,313,301,115,15,81,365,618,628,327,75,422,12,103,022902
1925,43,37,6,331,310,1786,307,224,441,223,232,130,108,121,340,677,506,190,82,778,12,103,023000
1739,161,102,59,301,308,1639,281,258,261,308,291,105,39,96,251,563,538,265,70,600,12,103,023100
2646,96,79,17,30,269,2262,321,241,328,258,352,299,101,362,146,465,804,486,341,874,12,103,023200
1907,98,85,13,100,280,1636,245,246,244,310,225,94,84,188,207,514,425,347,239,597,12,103,023300
1318,124,78,46,88,240,1166,202,148,204,210,195,77,59,71,147,475,319,190,142,424,12,103,023400
2581,289,214,75,141,360,2393,315,210,636,266,243,265,13,445,191,672,690,498,406,770,12,103,023500
2902,173,158,15,50,251,2770,309,185,447,518,434,237,129,511,179,339,865,887,462,615,12,103,023600
2388,29,29,0,95,243,1980,250,169,177,220,227,168,138,631,39,178,449,645,694,538,12,103,023700
2226,30,30,0,93,110,2015,275,225,219,193,312,243,161,387,85,287,502,626,436,526,12,103,023800
1724,159,111,48,30,99,1660,290,174,256,169,293,218,59,201,125,385,446,464,196,337,12,103,023900
2810,132,109,23,148,328,2453,261,108,162,347,356,306,169,744,24,180,470,1037,789,669,12,103,024001
4706,329,151,178,243,415,4415,612,547,517,388,768,460,238,885,201,936,1252,1180,734,1076,12,103,024002
4440,157,109,48,169,474,3683,294,146,389,351,634,450,212,1207,136,486,1010,1146,1021,1063,12,103,024004
2596,195,138,57,178,441,2121,293,201,221,239,307,321,175,364,159,419,647,617,347,787,12,103,024005
3558,269,191,78,515,269,3473,599,474,696,439,453,327,219,266,432,863,1242,555,227,979,12,103,024100
4161,106,44,62,397,622,3631,855,326,600,617,623,269,143,198,599,1134,1122,446,264,1444,12,103,024200
3383,93,74,19,351,311,3012,483,332,630,599,392,230,53,293,235,1142,1122,356,83,936,12,103,024301
3657,153,105,48,540,495,3399,423,348,716,672,501,336,178,225,307,1119,1099,618,249,1043,12,103,024302
2751,231,140,91,671,340,3039,643,401,585,369,511,313,80,137,599,872,994,357,187,818,12,103,024403
3752,375,171,204,1006,465,4410,807,398,653,744,715,419,173,501,300,1109,1049,1056,641,1266,12,103,024406
3496,233,149,84,313,572,2914,434,299,542,394,523,379,91,252,341,1058,1001,405,156,1159,12,103,024408
2478,167,86,81,113,219,2318,328,117,328,209,394,213,192,537,134,443,609,657,519,468,12,103,024409
2368,365,259,106,542,244,2622,447,261,615,520,442,127,96,114,288,860,731,399,215,826,12,103,024410
3704,181,157,24,196,503,3199,441,270,321,393,472,252,190,860,149,706,903,958,506,1063,12,103,024411
2908,510,464,46,301,304,3026,390,179,249,395,685,349,220,559,74,467,946,1035,489,672,12,103,024412
3539,198,190,8,790,256,3986,587,402,642,887,688,328,148,304,341,1076,1133,873,371,938,12,103,024413
5546,576,376,200,979,689,5526,824,622,1053,935,855,485,209,543,634,1920,1996,708,342,1357,12,103,024505
3479,117,71,46,24,535,2536,581,489,682,289,352,70,37,36,685,970,725,119,24,1297,12,127,080902
3439,305,262,43,106,490,2960,859,418,614,574,206,127,22,140,355,1374,911,375,224,1020,12,127,081000
2134,40,27,13,140,227,1972,283,202,534,305,277,181,35,155,168,607,670,341,204,366,12,127,081101
1667,119,81,38,153,108,1715,324,186,320,202,241,113,56,273,169,492,575,176,299,372,12,127,081102
3068,172,97,75,421,382,3119,698,432,742,470,339,219,79,140,382,1056,979,483,234,861,12,127,081200
1692,151,101,50,43,241,1645,276,176,255,275,320,163,28,152,173,472,631,307,152,418,12,127,081300
1734,173,67,106,81,369,1432,437,289,410,137,93,39,17,10,301,731,440,120,42,689,12,127,081500
2054,208,109,99,0,363,1633,492,271,388,179,146,115,40,2,363,542,362,169,83,1188,12,127,081600
6918,50,12,38,188,1145,5046,1295,908,1231,802,463,210,50,87,927,2159,1402,368,217,3261,12,127,081700
2975,0,0,0,9,495,2178,689,393,337,262,338,79,54,26,234,1034,718,172,52,1601,12,127,081800
2217,119,93,26,6,757,1175,381,213,288,110,126,35,0,22,290,424,469,155,22,1116,12,127,081900
2346,82,72,10,54,1110,1308,545,212,319,137,30,60,5,0,213,374,434,105,61,1367,12,127,082000
3540,54,43,11,67,729,2289,638,459,607,280,172,103,0,30,466,802,838,141,102,2117,12,127,082100
2941,91,91,0,65,521,2576,840,483,341,283,322,182,41,84,287,1016,954,211,155,970,12,127,082201
1483,64,26,38,142,209,1402,230,116,358,212,203,166,26,91,143,533,574,146,90,430,12,127,082202
5634,477,422,55,434,880,5233,1323,754,1302,690,531,197,81,355,440,1578,1478,740,306,1945,12,127,082301
3158,195,109,86,97,408,2588,609,510,669,391,105,171,36,97,350,969,798,236,124,863,12,127,082401
2059,57,0,57,135,324,1685,387,230,363,233,236,127,22,87,147,675,584,181,58,642,12,127,082404
3174,6,6,0,57,332,2687,419,460,621,395,464,108,72,148,269,1012,1026,397,61,687,12,127,082405
2604,34,25,9,130,340,2074,268,385,336,281,354,149,116,185,230,531,788,380,162,805,12,127,082406
5673,225,213,12,424,763,4737,827,711,741,536,929,589,187,217,401,1423,1693,831,260,955,12,127,082410
3257,161,139,22,396,541,3072,588,465,548,282,481,159,145,404,139,687,903,619,429,591,12,127,082411
2447,45,45,0,141,331,2130,295,307,475,530,270,118,30,105,200,530,952,275,103,629,12,127,082412
2704,257,190,67,413,414,2549,716,164,441,431,341,214,76,166,113,622,884,456,228,667,12,127,082413
3249,42,42,0,167,273,3034,697,350,622,404,465,199,66,231,330,1169,926,254,165,617,12,127,082414
2533,204,175,29,204,389,2403,486,406,630,387,259,103,41,91,248,918,761,269,151,514,12,127,082415
5636,306,222,84,47,1007,4429,695,762,917,847,572,430,67,139,731,2010,1323,561,125,1279,12,127,082503
3863,72,70,2,81,349,3386,781,557,677,421,399,248,176,127,485,1035,1271,471,71,760,12,127,082506
6316,332,296,36,141,992,4899,873,549,772,847,1038,389,92,339,521,1658,1701,705,445,1097,12,127,082507
4136,160,158,2,191,670,3308,580,248,516,459,412,458,156,479,202,919,1172,812,307,1116,12,127,082508
3804,44,44,0,102,287,3300,495,283,667,488,510,363,171,323,249,1042,962,479,395,826,12,127,082509
3235,176,133,43,128,335,2975,621,510,635,496,348,151,70,144,412,1094,1049,245,182,705,12,127,082510
2247,127,87,40,23,258,1887,367,264,434,250,332,84,37,119,273,795,583,251,81,529,12,127,082511
2325,17,7,10,203,275,2117,350,363,334,297,282,200,47,244,125,589,686,401,300,490,12,127,082604
2980,52,48,4,259,263,2922,439,325,570,372,379,330,111,396,168,728,866,873,463,477,12,127,082605
2756,141,84,57,162,391,2517,324,204,266,357,375,422,114,455,54,844,779,548,479,438,12,127,082606
2110,23,23,0,134,273,1847,390,295,251,189,268,229,72,153,190,613,531,498,124,457,12,127,082607
1824,84,79,5,38,282,1595,180,101,242,206,231,142,78,415,39,205,524,524,401,372,12,127,082701
2689,48,48,0,90,175,2559,293,276,408,359,417,317,107,382,56,605,909,550,505,451,12,127,082703
2179,13,0,13,113,185,2008,247,122,452,263,274,176,86,388,19,416,636,701,364,320,12,127,082704
2185,18,18,0,275,224,2142,319,118,528,374,205,138,90,370,199,569,856,429,262,384,12,127,082705
2323,55,55,0,34,273,1943,226,301,463,254,282,203,54,160,107,784,725,295,107,499,12,127,082801
3511,140,102,38,64,406,3117,586,389,563,431,451,289,70,338,225,1009,1265,494,345,880,12,127,082802
5311,96,96,0,74,887,4320,730,583,873,625,684,441,82,302,443,1884,1337,491,207,2094,12,127,082902
4078,347,343,4,63,628,3373,760,471,643,629,370,224,38,238,452,1618,954,271,189,1717,12,127,082903
4679,183,40,143,55,389,4284,491,618,838,503,510,426,287,611,326,1080,1347,996,484,638,12,127,082904
2962,86,50,36,56,203,2867,447,344,635,276,565,239,98,263,255,721,1111,543,202,636,12,085,000700
1781,118,86,32,33,121,1583,585,173,248,148,175,113,40,101,231,456,481,237,76,814,12,085,000800
2067,0,0,0,64,64,1976,215,167,391,365,310,238,70,220,60,526,561,496,343,159,12,085,000901
3913,413,218,195,83,482,3647,587,411,666,601,500,240,162,480,180,1274,1504,543,367,770,12,085,000902
4138,1115,420,695,477,941,4159,865,678,745,761,536,306,73,195,766,1105,1601,405,307,1237,12,085,001000
5981,252,219,33,382,735,5388,546,657,1180,751,830,365,246,813,314,1641,1894,1010,796,941,12,085,001102
1963,153,77,76,62,234,1752,136,206,421,209,277,169,92,242,69,487,641,425,168,275,12,085,001103
7429,830,441,389,95,947,6451,912,884,999,985,1027,668,235,741,605,2201,2208,1210,507,1423,12,085,001104
1367,673,346,327,76,235,1561,378,216,396,209,191,85,46,40,385,519,430,142,29,559,12,085,001200
3315,2597,923,1674,94,769,4274,816,567,1092,538,458,213,101,489,1336,972,1101,616,234,1151,12,085,001301
4115,36,36,0,256,441,3784,583,396,733,508,446,389,154,575,123,1299,1412,699,316,845,12,085,001302
5277,402,101,301,197,487,4722,880,413,634,778,643,292,222,860,245,1288,1268,1194,568,1563,12,085,001404
3419,79,67,12,175,638,2766,564,251,306,288,403,271,134,549,128,553,845,860,450,490,12,085,001406
2102,29,23,6,36,134,1909,205,386,571,362,182,116,58,29,252,750,645,255,78,137,12,085,001407
2847,703,343,360,139,335,2861,568,537,834,338,280,188,38,78,722,1005,832,244,97,812,12,085,001408
3317,190,181,9,100,325,2776,405,507,498,310,401,204,101,350,268,686,990,498,373,423,12,085,001409
4760,280,121,159,108,582,4300,655,579,1132,543,684,391,26,290,265,1465,1603,573,347,1397,12,085,001410
3189,192,99,93,125,219,3072,423,319,548,286,392,219,146,739,138,529,1088,912,452,524,12,085,001500
4060,145,88,57,56,356,3694,480,237,635,472,450,470,130,820,63,799,1000,1177,715,584,12,085,001601
956,113,113,0,55,151,804,114,71,105,94,91,40,0,289,50,159,257,140,283,199,12,085,001602
8727,576,424,152,179,1193,7562,1054,695,1473,779,1133,424,360,1644,683,1844,2509,1381,1077,2026,12,085,001700
2068,3360,1310,2050,752,1140,3719,763,444,1302,548,417,46,52,147,1869,1083,664,221,129,1291,12,085,001801
2112,1039,532,507,176,1673,1206,273,183,213,175,166,80,22,94,797,917,640,149,104,1161,12,085,001802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,085,990000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,085,990100
682,955,641,314,815,304,1989,231,175,430,166,245,300,130,312,137,291,572,621,445,210,12,086,000107
948,2091,1139,952,649,737,2690,688,281,611,378,286,260,51,135,511,678,747,523,237,690,12,086,000109
2944,2841,1561,1280,1689,830,5925,642,532,899,616,1031,693,323,1189,288,785,2053,2056,1267,384,12,086,000113
928,1067,553,514,548,431,1817,214,123,216,234,317,132,158,423,34,170,586,580,440,328,12,086,000115
274,360,241,119,528,194,901,94,83,105,143,84,95,35,262,43,97,198,332,332,63,12,086,000118
1563,1527,914,613,1173,661,3067,606,342,233,220,410,478,222,556,208,540,1157,881,663,466,12,086,000119
1771,2071,1357,714,488,572,3281,385,209,609,332,494,331,188,733,178,562,986,945,638,747,12,086,000120
792,241,146,95,162,202,854,141,78,112,109,50,74,33,257,46,213,184,254,314,72,12,086,000121
2216,943,728,215,735,612,3020,266,253,409,280,430,296,122,964,191,787,842,1168,516,463,12,086,000122
1112,1198,536,662,1635,483,3197,574,395,373,359,504,302,117,573,265,709,999,692,833,195,12,086,000123
947,925,612,313,882,688,1827,449,321,341,205,331,132,19,29,328,495,659,178,77,536,12,086,000124
1010,1744,1007,737,1103,432,3115,470,441,822,345,418,161,145,313,242,602,1149,608,513,532,12,086,000125
565,584,214,370,727,275,1515,482,211,272,130,136,37,52,195,135,330,615,360,241,29,12,086,000126
1048,1137,668,469,540,349,2068,357,111,430,247,307,237,93,286,66,317,1061,385,350,359,12,086,000127
842,1292,776,516,307,224,2066,166,122,427,457,342,275,82,195,52,484,691,465,366,472,12,086,000128
1074,517,296,221,330,247,1650,250,83,177,95,165,117,94,669,54,346,408,437,508,244,12,086,000129
921,749,378,371,718,319,2004,204,143,300,226,231,300,77,523,100,283,589,709,603,114,12,086,000130
1103,1039,728,311,404,326,1780,115,79,111,155,321,230,123,646,72,145,625,591,563,164,12,086,000131
1893,1954,702,1252,1081,421,4276,617,501,920,503,701,361,105,568,415,898,1078,1105,1072,279,12,086,000132
2416,2358,1579,779,1662,1025,4461,446,319,653,333,472,505,300,1433,179,617,973,1987,1211,810,12,086,000133
908,1894,1090,804,516,296,2699,763,85,657,342,274,314,75,189,188,623,970,465,388,224,12,086,000134
741,2278,1347,931,578,509,2621,231,283,526,518,398,221,68,376,144,374,1118,709,423,341,12,086,000140
5007,550,183,367,157,840,4089,1102,498,774,762,426,405,21,101,1090,1291,1101,544,78,2017,12,095,015202
2777,222,71,151,172,313,2741,489,160,416,463,420,329,150,314,230,702,860,626,323,1145,12,095,015300
1693,120,77,43,99,214,1578,362,84,287,235,178,160,58,214,222,345,475,455,184,524,12,095,015402
4188,242,175,67,281,441,3820,677,272,690,389,467,335,296,694,89,632,1089,1276,783,1207,12,095,015501
2009,140,140,0,59,366,1493,142,119,187,107,194,179,37,528,7,175,275,545,569,814,12,095,015601
2137,114,83,31,139,258,1624,184,142,180,124,202,157,58,577,39,115,318,733,388,680,12,095,015602
1799,95,90,5,102,195,1630,217,110,249,264,201,190,82,317,63,241,295,627,408,492,12,095,015701
1616,21,10,11,13,231,1213,132,143,173,96,119,147,67,336,40,170,287,356,351,445,12,095,015702
1323,103,90,13,224,204,1218,189,88,147,104,55,104,64,467,38,85,186,442,446,344,12,095,015801
2113,110,87,23,211,331,1743,180,113,146,94,185,161,82,782,63,108,348,656,711,448,12,095,015802
1873,113,93,20,107,199,1691,289,282,376,231,189,179,48,97,225,333,443,317,187,871,12,095,015901
1228,147,134,13,92,59,1343,156,140,280,131,261,138,23,214,105,219,336,407,256,360,12,095,015902
1865,160,152,8,143,951,1158,449,74,116,77,110,87,30,215,0,72,109,189,370,856,12,095,016001
2014,222,183,39,198,302,1811,217,109,156,153,208,182,90,696,0,138,253,752,758,518,12,095,016002
3677,186,127,59,185,433,2971,327,213,466,387,224,295,71,988,69,354,505,1065,1158,837,12,095,016100
5638,491,287,204,240,923,4692,659,621,744,590,741,432,154,751,187,575,1276,1384,1098,1793,12,095,016200
4818,575,447,128,334,538,4697,815,744,816,642,641,262,224,553,405,1055,1185,1304,657,1519,12,095,016301
2778,1142,640,502,75,626,2919,739,356,711,492,367,129,34,91,303,872,954,424,114,892,12,095,016302
1239,937,501,436,247,422,1708,373,237,344,307,192,156,63,36,306,447,433,362,78,438,12,095,016402
1413,304,263,41,222,339,1458,227,174,325,266,216,140,5,105,76,221,717,226,146,374,12,095,016406
3650,993,750,243,469,716,3961,1139,461,947,416,719,115,12,152,231,625,1326,622,335,1175,12,095,016407
1679,304,174,130,227,236,1785,316,251,278,261,270,130,73,206,87,327,712,248,230,540,12,095,016408
2854,346,280,66,274,269,2808,437,310,408,327,458,265,176,427,175,297,809,806,396,1004,12,095,016409
4757,2785,1865,920,718,1228,6323,1493,728,1170,1230,846,386,135,335,712,1651,2010,1012,575,2218,12,095,016410
1937,811,490,321,193,349,2372,605,291,259,388,393,165,32,239,183,353,603,527,148,855,12,095,016411
2949,1065,659,406,560,647,3639,858,337,760,377,476,377,223,231,508,899,1213,701,351,998,12,095,016412
3722,1254,813,441,732,1589,3900,920,557,801,350,363,395,171,343,275,738,928,789,474,2034,12,095,016503
